Velo,SpinRate,HorzBreak,InducedVertBreak,estimate
89.15,2089,9.67,16.07,0.5327420121217118
92.14,2168,17.11,9.22,0.5615899583000197
93.93,2451,8.71,17.63,0.44919261809848593
95.95,2596,2.81,19.32,0.3995154820473302
94.61,2252,13.13,8.51,0.5332553839568175
94.59,2129,3.82,19.06,0.458108806487357
95.44,2329,10.5,15.18,0.4696010228939352
95.51,2433,6.63,19.2,0.4253673049440386
93.31,2417,13.46,5.92,0.5447568405163703
93.12,2301,4.7,15.5,0.4777140418663588
93.5,2407,1.58,14.15,0.4683642063416991
95.34,2139,8.64,16.7,0.47565340072646717
91.44,2196,9.59,17.94,0.4922184526270708
92.75,2110,13.73,13.44,0.5285964496704323
94.12,2562,10.44,14.55,0.4606048499590001
94.92,2230,9.27,16.35,0.4732249653344743
96.85,2127,13.22,10.52,0.5154161297357571
95.47,2354,4.89,21.71,0.4137523344822607
93.84,2210,10.2,9.15,0.5338608344456747
91.21,2500,5.85,19.27,0.44863336115871055
96.61,2381,7.21,17.68,0.4334925545785356
92.76,2108,3.78,21.97,0.4539549890777574
95.19,2011,10.52,16.93,0.49102928340392277
92.33,2374,7.99,17.6,0.46761754868585986
93.25,2298,13.5,15.84,0.48951767697797666
87.06,1793,15.6,9.31,0.6306867201701205
95.25,2248,4.1,17.61,0.4518102331990519
94.12,1926,7.11,12.79,0.5298951577452647
93.92,2136,13.63,10.17,0.5393797341032216
94.03,2420,9.39,20.84,0.4310330609191335
87.5,1854,12.71,7.68,0.6278219076371825
90.09,2020,10.85,15.26,0.5400379342473854
90.61,2030,4.53,12.43,0.5438102080427297
94.53,2300,14.88,12.92,0.5020101785725766
95.94,2694,8.31,19.83,0.39581970233485086
93.33,1966,13.89,12.48,0.5452603173470698
94.38,2188,3.98,18.64,0.45697257749019254
92.84,2071,13.55,8.3,0.5661864808563026
93.16,1971,5.73,13.27,0.5270107949621058
93.19,2582,6.16,12.44,0.472695771338461
95.2,1825,9.7,13.66,0.530267987965259
92.06,2182,-2.58,16.72,0.4768389823300493
94.98,2341,2.82,16.74,0.448425315217794
95.67,2130,11.73,17.62,0.47301497407135734
88.49,1987,14.22,5,0.6280659199292727
93.41,2199,9.31,13.54,0.5067674168466496
90.25,1990,1.79,18.13,0.5070795705380905
95.45,2287,6.17,13.47,0.47804134565289863
94.23,2343,6.87,15.63,0.4680674438158581
91.87,2165,15.07,11.23,0.5469337252980262
92.13,2344,3.71,17.06,0.4685585408634414
93.87,2050,5.08,14.9,0.5017028848247488
95.29,2301,10.2,15.88,0.4682195440522808
94.56,2124,16.84,9.24,0.547478345481442
89.27,2155,12.42,8.13,0.5833566873256297
96.96,2299,10.72,14.38,0.46707263351389494
92.21,2404,6.76,6.62,0.5382454627169548
92.8,2968,5.38,19.92,0.3869895374132431
92.06,2124,15.9,9.99,0.5592913445073826
95.38,2408,16.53,11.89,0.49477330349985704
91.62,1917,7.22,15.48,0.5312655421535453
91.84,2338,11.1,12.23,0.5166496800776905
91.75,2079,16.74,6.19,0.5925945246814209
94.65,2382,2.11,15.5,0.45403439330397244
93.51,2312,3.15,18.89,0.4481559363577063
92.34,2257,12.15,8.86,0.5455776907952391
92.8,2174,5.34,16.61,0.48617677790883673
91.94,2186,1.69,15.66,0.4917377295549632
91.36,2077,15.8,7.86,0.5830333671511273
95.97,2606,4.76,18.1,0.4095970501731006
93.01,1997,16.31,11.16,0.5575206523814078
94.39,2170,5.94,18.7,0.4615396208574028
93.64,2109,8.27,18.22,0.4803059620120172
89.03,1954,13.44,9.09,0.5996607177734902
93.31,2252,8.22,15,0.4904714019518836
94.09,2221,6.04,17.43,0.4675255417463013
97.17,2306,14.65,10.95,0.49477471984537263
92.88,2595,10.6,16.56,0.45319930234733746
91.71,2592,7.96,17.24,0.4531431330755178
97.24,2272,11.22,15.08,0.46374163332779045
93.26,2024,7.78,12.69,0.5284159297680571
94.89,2431,1.57,18.87,0.42395877223034967
94.83,2084,17.37,8.74,0.5536654563386058
93.76,2459,-1.74,5.59,0.5140285806428716
93.48,2580,8.35,16.62,0.44608741038218164
90.95,2066,12.55,14.49,0.537196142863672
92.33,2238,8.4,17.98,0.4791552821756383
92.47,1997,8.7,12.84,0.5374685950175053
95.24,2212,9.68,10.71,0.5117540478711683
94.85,2405,10.58,18.24,0.44590996089834045
96.5,2390,5.39,16.05,0.4413518092228681
97.15,2235,6.3,14.23,0.46558772670726084
92.29,2317,1.97,18.15,0.45972286546924446
91.49,2116,5.77,18.11,0.4921830521974444
96.66,1972,5.46,16.41,0.47897172396845444
96.33,1993,16.03,12.1,0.5265011617552875
95.39,2290,3.21,17.17,0.44814581440391354
92.2,2286,16.68,10.83,0.5379881093133597
96.42,2339,13.86,14.52,0.47145015634816245
95.35,2524,6.32,20.82,0.4065245537872371
95.53,2218,13.5,10.91,0.5140590328567687
93.06,2153,9.23,17.3,0.48815605902764714
95.37,2168,10.41,15.31,0.48500168328745225
96.38,2123,8.74,13.86,0.48900366097379255
96.6,2317,13.74,15.07,0.4683448201622331
98.23,2330,9.28,18.35,0.4255362307586013
99.71,2282,14.1,14.14,0.4556387169250602
90.04,2206,5.51,18.72,0.4894850899215338
96.19,2139,7.8,15.02,0.47935156018257474
94.94,2194,14.68,9.27,0.5339609310131488
90.08,2185,2.62,18.12,0.4904961044061093
91.78,2166,5.22,17.59,0.48768987051047336
93.71,2295,6.16,15.11,0.4790222683638966
95.62,2291,3.05,19.25,0.4321089932124137
94.1,2233,5.36,18.67,0.45672256501590414
97.31,2233,10.68,16.5,0.4565347747307995
99.1,2245,13.08,16.2,0.4481564383626748
91.48,2015,12.8,10.09,0.5683664741860589
89.51,1989,0.82,16.55,0.5218297808672354
93.1,1832,18.55,11.82,0.5722102941798154
92.76,2374,5.66,16.3,0.4693497404270314
92.81,2133,8.79,18.1,0.48580648440424906
91.77,2188,7.32,19.95,0.4730448744301051
91.7,2116,5.87,19.59,0.4806987838849406
92.13,2146,14.86,7.88,0.5690679052464894
94.21,2353,13.41,16.53,0.4720779860795407
92.62,2256,6.37,16.25,0.4835871248859134
96.79,2025,13.96,8.95,0.537855066937002
91.13,2000,9.69,15.99,0.5273890373242479
97.27,2476,15.18,3.67,0.5277078350698132
91.21,2428,2.41,18.74,0.4535450478518862
96.16,2340,8.59,15.92,0.45496401045767854
94.01,2242,2.87,17.74,0.45864184870543157
94.96,2157,10.05,15.76,0.48547391339731893
92.49,2058,14.61,14.22,0.5318358127337851
97.8,2042,7.8,18.84,0.45104140823279903
94.15,2228,5.08,19.86,0.448333266381398
97.48,2191,3.53,17.14,0.44316689111262086
92.03,2046,16.39,11.42,0.558326351987092
98.74,2372,14.66,13.67,0.4580877654107254
93.29,1810,3.88,9.13,0.5667424207832292
95.94,2479,8.06,14.22,0.45355050259708307
95.36,2213,14.74,12.89,0.5044069938365038
92.26,2153,6.72,9.13,0.5454988258250406
94.98,2492,1.48,15.96,0.436689257102854
91.07,2192,9.04,24.13,0.4523710519512069
93.01,2551,6.84,18.39,0.43796274585585915
92.57,2206,7.43,20.08,0.4646259163400301
93.97,2199,6.33,17.14,0.47304656721004945
90.29,2012,8.33,14.54,0.5400093900605201
94.9,2304,6.61,15.18,0.4695596585055139
93.66,2341,13.92,4.89,0.5573417478734283
88.99,2331,4.52,16.46,0.49868167000265906
95.42,2070,17.93,11.31,0.5342178584435396
96.17,2039,8.57,18.11,0.46965178061804197
95.19,2483,2.5,13.17,0.4565299662449797
91.27,2001,6.26,18.75,0.5016751666125827
92.44,2505,4.17,19.35,0.4357658062381221
96.32,2134,4.56,13.21,0.48576317671560565
89.59,1942,3.86,16.87,0.5288040928957867
96.89,2364,11.42,16.48,0.4481485624648655
92.45,2120,10.76,17.41,0.49779737038417254
95.11,2321,2.98,19.03,0.43428434793182175
96.61,2251,15.72,5.94,0.5402866357337137
95.53,2293,9.77,19.05,0.4450555437305158
95.85,2141,5.22,16.42,0.46783119655307404
96.46,2371,9.11,13.98,0.4637046633326973
97.03,2282,16.58,0.47,0.5724157474650907
96.21,2512,9.31,18.02,0.42488939255163666
90.98,1941,17.14,13.26,0.5651656310519699
92.53,2254,2.73,21.6,0.442093818398332
88.33,2194,14.92,11.6,0.5674148513018289
92.99,2357,7.58,18.86,0.45516965712942503
90.02,2352,6.77,13.83,0.5106425003388474
96.53,2122,16.71,11.13,0.5200046174988652
92.96,2244,8.86,18.98,0.4678471296267291
95.55,2215,13.25,13.06,0.49912485177789667
95.31,2079,19.5,2.52,0.5956076414054263
94.68,2326,0.49,16.94,0.4468810299724927
98.56,2113,16.62,9.44,0.5171345971875521
88.94,2223,12.88,17.05,0.519787147232375
95.14,2300,11.83,15.14,0.47720087215630347
96.24,2094,12.88,15.06,0.4917013261271036
98.23,2457,12.89,19.14,0.41394805241545046
88.7,2249,-0.64,18.38,0.4871915085026563
98.49,2115,7.44,16.85,0.4516253138044384
97.08,2574,2.15,19.44,0.39169388812529854
94.48,2018,5.5,11.67,0.5230454208453091
94.17,1785,7.44,13.98,0.5359027258450147
91.21,2384,6.78,16.19,0.48252412937128053
94.63,2107,18.04,5.12,0.5782572378671895
96.05,2059,14.58,3.31,0.5789273835188389
94.42,2430,7.28,13.53,0.47302821975919074
95.27,2158,9.22,16.51,0.4765631859257049
91.88,2079,15.73,6.11,0.5905421585911985
95.82,2246,21.07,10.23,0.5264779453816061
97.53,2326,9.48,16.81,0.44170308676401066
93.37,2617,-2.75,13.77,0.4440286353485709
88.78,2202,0.82,17.34,0.5007988622943877
92.53,2125,17.64,7.29,0.5767013782513111
96.43,2534,12.71,15.07,0.4465447545590665
94.21,1998,4.77,18.56,0.4788443255671167
92.94,2058,14.7,4.62,0.5930583507267749
96.68,2289,9.35,17.32,0.44793426764898137
91.26,2167,1.2,11.76,0.524449276468492
93.2,2023,11.06,13.39,0.529702977921343
91.47,2088,3.1,16.63,0.5007075586054106
96.55,2404,6.6,20.83,0.4097520296709499
96.1,2220,14.45,14.11,0.4893859429326554
94.99,2040,8.12,14.53,0.5019789575998918
95.77,2357,7.5,18.63,0.4360986175944888
95.36,2005,18.27,7.65,0.5663026459298287
95.47,2524,10.87,17.6,0.43451573851939
95.82,2068,7.84,16.1,0.481841955333376
90.73,2154,19.75,3.67,0.614064720558957
93.64,2409,2.53,17.45,0.4463757760561187
92.84,2449,9.96,19.32,0.4481085098439257
92.86,2081,15.02,9.03,0.5626014548465613
91.1,2356,2.08,19.64,0.4547935188444728
92.11,2094,6.46,15.36,0.509655083490425
91.34,2168,9.04,15.96,0.5083169321565779
96.02,2329,15.35,11.27,0.5000690126842751
95.42,2046,3.76,11.53,0.511301446857589
89.44,2249,-1.07,16.51,0.4937011396974526
96.83,2442,11.48,14.26,0.45603926208987994
96.02,2144,7,13.76,0.48736346169610817
97.77,2340,8.54,16.68,0.4378870803264864
93.94,2400,11.09,17.42,0.4595206992219975
97.05,2298,13.15,11.46,0.4904603971794529
97.04,1997,9.95,15.69,0.4861186434906983
92.79,1958,14.32,4.3,0.605132737582107
92.42,2086,14.86,7.64,0.57437432977918
98.12,2483,10.35,18.02,0.4155112580656206
98.13,2301,8.04,15.28,0.4476436371118794
96.39,2379,8.02,15.09,0.45409436597646197
92.63,2116,13.31,10.23,0.5499499337512294
94.73,2576,4.83,15.85,0.4366211319661527
92.77,1982,2.02,8.65,0.5539159657390013
94.22,2385,16.26,12.26,0.5027258809227252
96.36,2458,4.19,18.05,0.4204095540083836
92.61,2575,11.03,15.55,0.4647286755839572
91.5,2246,14.82,11.05,0.5425119104484855
95.81,2288,9.61,16.09,0.46322711209943934
88.98,1978,19.38,7.66,0.6165741221190624
95.9,2290,17.83,14.41,0.4875855123759042
95.99,2066,6.62,17.51,0.46913273308557907
95.12,2213,-1.07,17.82,0.4461741681709672
88.62,2042,20.95,-0.19,0.6648894337273552
92.8,2135,11.26,14.57,0.5139102450277651
91.3,2081,8.64,16.23,0.5147158271760757
96.9,2361,9.22,15.31,0.4526052902565825
95.87,2290,12.54,3.82,0.5509619347050954
93.54,2144,9.75,18.58,0.47762422864645887
96.72,2152,5.53,16.94,0.45728675933053187
92.9,2524,12.19,16.06,0.46608476438629526
95.64,2332,8.31,16.29,0.4566271393081866
94.12,2440,10.45,18.03,0.4490661044587606
98.33,2304,17.13,6.38,0.5216521311549442
91.9,2565,3.77,13.13,0.47526661431260786
97.94,2503,3.18,18.6,0.3994230352736954
93.58,2062,6.04,22.81,0.4505009764724516
95.69,2135,17.66,6.17,0.56013147071979
95.05,2005,12.75,8.33,0.5548587072083266
91.73,2203,11,14.86,0.5127399969244216
92.01,2178,8.93,18.46,0.48509626497309277
92.89,2229,16.4,16.38,0.5002336891677933
91.41,1972,12.58,12.71,0.5551132172487249
92.2,2432,12.43,15.05,0.4876636345977726
96.34,2252,5.22,18.41,0.4398541957849554
96.85,2002,15,7.7,0.5498686752442533
93.67,2174,6.73,13.89,0.500576230812586
93.23,2189,9.97,16.77,0.48818202190860127
95.5,1894,4.96,16.41,0.4944977450970389
94.95,2260,15.7,13.46,0.5005366249727465
96.12,2274,10.51,12.88,0.48564920657123367
94.75,2133,7.72,14.76,0.4923145602069364
92.63,2215,7.09,18.97,0.4702619174359784
100.38,2508,15.69,14.49,0.42890838974659057
91.73,2405,5.91,12.81,0.49814901566932746
88.42,2145,1.73,18.26,0.5043867678332256
93.49,2315,9.58,17.1,0.47088382701170106
92.4,2201,9.72,12.4,0.522553843289847
95.21,2245,2,15.73,0.4616210760911877
95.68,2408,11.48,18.77,0.437438274134808
96.6,2391,16.93,4.17,0.5405992044358544
94.01,2393,7.82,19.06,0.4431608195798294
93.6,2105,18.33,3.96,0.5940535722726032
94.29,2299,-0.07,10.8,0.49320280478601275
97.01,2318,11.42,15.37,0.45928517033341587
93.72,2006,6.27,16.46,0.49854238342693563
93.76,2372,18.5,11.26,0.5180275425593538
92.79,2179,16.31,10.41,0.5463694003011024
96.08,2452,6.88,19.21,0.41972471566218655
93.77,1810,18.68,-1.75,0.657173430032545
93.49,2310,11.15,4.98,0.5564177550899163
95.87,2443,-1.24,18.73,0.41201733521559736
94.85,2033,11.56,13.69,0.5152304145854517
96.15,2486,9.74,18.12,0.4278877230097782
92.77,2445,4.69,17.51,0.45246121143039436
91.93,2240,14.69,14.48,0.5163810871415273
94.34,2192,-1.77,5.62,0.5358402173640533
89.71,1936,10.78,5.35,0.6165745131861083
92.74,1918,8.37,9.93,0.5623194564891265
98.7,2101,11.1,15.73,0.46514922091066835
96.89,2359,7.17,17.65,0.43371681039039506
94.54,2333,2.89,15.35,0.4619882119087437
93.3,2266,1.32,16.78,0.4654603657712741
95.91,2341,7.39,16.8,0.4487659021428074
95.7,2393,14.26,7.63,0.5191006198189985
94.39,1944,14.36,11.03,0.5501695333800247
97.55,2255,9.88,16.03,0.45444153810141896
93.35,2125,3.67,12.33,0.5133057199351264
94.58,1976,14.83,10.19,0.5520825514370185
93.91,2095,17.48,8.04,0.5642481480009985
93.15,2217,8.27,14.15,0.5010130327878599
91.57,2141,11.83,15.07,0.520031895530803
92.91,1957,14.46,10.31,0.5648031821303037
94.34,2015,11.05,15.07,0.5105495921300682
97.34,2312,8.05,14.86,0.4552555311940751
93.93,2534,4.01,11.54,0.4744473839694055
93.67,2063,16.71,1.96,0.608012818744988
94.39,2224,3.32,15.39,0.47430526173034054
96.23,2464,7.12,18.2,0.4245892970049564
93.62,2354,8.66,18.53,0.4548387612930045
96.3,2316,7.37,18.62,0.43605724505615906
93.81,2331,10.22,16.79,0.47010610980609097
93.47,1839,13.37,12.75,0.5539936952027064
91.04,2101,14.15,7.43,0.5831945024712931
97.6,2740,5.46,19.84,0.3751639453058327
94.04,2357,7.42,14.87,0.47418667252919366
91.61,2055,7.84,19.12,0.4939248346392325
92.81,2241,16.75,6.78,0.5653367218068269
96.52,2180,14.32,11.68,0.5065702210247784
84.66,1696,11.89,9.79,0.6472878968137988
92.24,2027,11.85,5.09,0.5933387827613821
93.99,2105,5.47,8.69,0.5382988563670077
93.36,1789,13.1,-4.35,0.6692193826601733
96.11,2395,16.63,11.65,0.49242184838130215
91.86,2160,15.72,5.08,0.5897039079387124
91.81,2181,9.96,16.25,0.5030941428567525
96.06,2364,8.13,16.45,0.44899868304150636
93.9,2368,10.67,17.96,0.45860524858072915
95.72,2125,7.3,17.19,0.46863068429448757
93.95,1937,15.21,9.62,0.5649925551566979
95.6,2063,18.26,9.86,0.5439543419308628
90.5,2360,14.43,13.55,0.5210588135854394
92.83,1925,13.2,12.23,0.5535141526827643
93.51,1818,11.67,4.96,0.6046907419709001
92.52,1818,14.1,-4.14,0.6724370781709308
94.1,2207,18.59,17.29,0.4908669933511801
94.95,2484,11.7,16.82,0.448875164846636
94.6,2419,3.84,15.01,0.45697192890538973
89.92,2137,2.6,19.98,0.4837285757021236
93.85,2180,14.85,13.92,0.5120964228652136
91.88,2126,10.05,10.98,0.5440048607007484
92.54,1927,15.41,6.5,0.5972340080903261
92.79,2197,10.92,15.93,0.4979975468981197
93.04,2204,4.83,19.45,0.4612589635268032
94.07,2125,13.89,7.02,0.5610499934415446
95.19,2366,13,16.24,0.46479775406057183
93.37,2350,11.06,15.67,0.4805330223581043
95.48,2331,1.66,16.29,0.4468217329707358
92.63,1865,8.8,12.51,0.5516565978679213
94.51,2409,1.72,17.67,0.4371499670568937
94.01,2506,4.84,15.64,0.45019842186836057
95.28,2351,3.56,14.61,0.46086711989648393
90.87,2200,14.14,14.7,0.5258070085204901
98.93,2502,7.88,18.33,0.4017910616308838
91.45,2315,11.66,15.87,0.4979571888025039
95.36,2278,5.46,14.85,0.46902205027686056
87.5,2199,5.24,16.77,0.5219552890192612
94.76,2343,11.44,17.41,0.45970712196573105
94.2,1993,13.92,3.71,0.5949255696619825
89.88,1961,11.23,12.27,0.5681428457520277
93.06,1983,11.67,1.09,0.6174362085949221
92.5,2226,12.84,15.19,0.5055659718481651
91.38,2169,5.41,15.14,0.5074044757286243
96.03,2104,6.64,16.83,0.46973951634224376
94.17,2076,12.8,14.31,0.5139013749080285
95.86,2052,7.61,12.1,0.5100164165351544
91.38,2452,5.78,20.6,0.4429978135790522
98.3,2552,4.85,20.43,0.3830277397713421
88.02,2421,15.44,19.14,0.4970965043271338
93.27,2275,13.05,14.94,0.4970272079372679
95.57,2092,10.83,16.54,0.4833575200659217
94.83,2095,11.56,12.94,0.5143539922799032
94.96,2237,16.34,14.14,0.49917925349780506
92.36,2416,12.45,2.76,0.5714250076254375
95.78,2601,-3.01,10.51,0.44937514682584523
94.31,2245,6.66,20.65,0.44279240866021224
93.38,2131,3.67,18.23,0.47227508346625
91.6,2243,16.76,12.27,0.5370410577189091
90.03,2218,11.03,14.65,0.5253980024647188
98.21,2116,11.92,13.26,0.48549340274142105
96.78,2365,12.97,14.4,0.4655337003796393
94.56,2398,11.53,14.89,0.4730293265671204
91.95,2433,4.93,19.5,0.4466561333678132
95.02,2088,18.56,4.69,0.5809680810185052
95.66,2442,7.68,15.16,0.45226476514680797
93.94,2215,2.88,14.93,0.48093723273950834
95.2,2531,3.29,19.87,0.40826910791322313
93.68,2492,5.55,17.58,0.44210396776778144
94.77,2192,6.36,18.63,0.45773496329057894
94.36,2517,7.15,20.23,0.41961459876929685
94.49,2401,5.61,19.44,0.43264225867006545
96.42,2170,14.23,7.14,0.5390435398269632
92.72,2419,-0.22,18.52,0.44039888950938544
95.52,2272,13.09,9.81,0.5155958530576179
96.65,2043,17.24,2.99,0.5825976663382402
94.11,2343,7.96,17.49,0.45816415712307756
94.95,2301,10.63,14.29,0.48228913512876875
97.86,2446,5.86,19.49,0.403924575582255
94.42,2297,10.82,14.4,0.4862041549796039
101.41,2490,8.35,15.57,0.4040115715301317
93.56,2385,0.92,16.56,0.45264684368805014
95.42,2539,5.73,18.34,0.42002012482035406
91.64,1940,13.78,8.79,0.5847252371693649
94.41,2118,7.65,12.77,0.5097908056516056
94.18,2184,12.65,12.89,0.5125619549923578
93.83,2355,5.1,19.39,0.4414627719504073
93.42,2219,10.76,15.44,0.49419224386767524
95.19,2136,10.06,15.81,0.48551449820567527
92.23,2164,6.32,18.29,0.4816136194833849
93.82,2153,8.57,14.78,0.4985633980564074
93.36,1957,16,4.99,0.5993530656325092
91.13,2112,2.92,19.8,0.47895287996215796
95.35,2339,6.4,16.01,0.45679130259634165
94.04,2213,10.86,13.92,0.5006980731774775
97.64,2257,10.41,12.71,0.47699932571938997
92.96,2213,6.25,16.65,0.48238200385830554
94.27,1943,15.86,6.69,0.5826939112147713
93.14,2289,9.43,15.06,0.4897011614723136
95.35,2013,13.36,13.02,0.5210735927148569
95.48,2141,14.23,14.32,0.5000325509091939
94.53,2336,7.8,12.97,0.48619214207591843
92.22,2232,12.75,5.74,0.5708868439538478
95.6,2263,14.95,11.43,0.5079750296536298
95.1,2233,10.76,14,0.49009757682936805
95.39,1956,13.66,-0.63,0.6177917267840028
96.41,2151,19.78,3.46,0.574951773922747
100.13,2514,9.03,17.95,0.396407323101634
96.26,2385,6.2,16.31,0.4432018864669186
92.63,2410,0.35,17.98,0.4465249134022007
96.22,2671,7.66,19.06,0.3999867783725869
92.29,2094,10.48,15.73,0.5125520395950792
94.16,2482,2.34,12.72,0.4670497784854191
93.04,2163,15.82,5.1,0.5809011599467647
100.99,2422,7.99,13.76,0.4249856820245675
96.81,2181,13.65,12.94,0.4945866839909989
95.6,2251,15.7,3.54,0.5638932936278614
97.27,2224,3.96,15.44,0.45367002033897685
92.72,2216,10.39,14.12,0.5080908769506783
93.08,2073,11.91,15.81,0.5106016117516995
98.85,2241,17.98,5.6,0.5307401814168758
95.36,2456,8.14,13.4,0.46580225749793086
96.93,2349,15.9,12.64,0.48288743108191584
92.78,2181,14.02,9.19,0.5506729987500494
94.51,2130,14.44,12.03,0.5243118305537532
92.02,2065,5.31,14.49,0.517192842209831
94.53,2296,6.19,17.45,0.4569903620413499
91.82,2140,6.54,16.35,0.5006441110980792
89.7,2246,11.17,16.43,0.5131985554228219
88.35,2234,4.4,22.82,0.46951903912172643
93.48,2439,8.28,7.49,0.5219894415114791
95.38,2495,4.84,18.95,0.41904484923105173
96.26,2206,2.39,20.87,0.42377228010435497
95.71,2334,4.63,16.75,0.44667089430470275
96.23,2212,16.17,11.85,0.5075165660162528
96.47,2111,12.02,4.72,0.5571325083303144
93.95,2309,4.02,18.41,0.44989108377974507
94.64,2323,12.86,10.11,0.5146748245967805
94.18,2163,6.35,17.09,0.4754149859810708
92.21,2077,15.73,6.27,0.5872935785811441
92.84,2403,6.22,20.13,0.44093646877364717
91.74,2319,12.37,19.55,0.4715220520537912
95.52,2468,10.9,16.56,0.4466603103235912
93.52,2382,7.53,17.92,0.45506819269249205
92.34,2569,7.3,20.57,0.4272793284871481
96.81,2388,1.68,19.65,0.4091864629872967
92.07,2650,6.12,20.04,0.4229965381413912
96.84,2382,6.51,12.39,0.46623822522463404
96.36,2503,13.92,12.7,0.4681779612446784
93.76,2061,8.18,18.91,0.47930976029186506
95.54,2484,8.48,16.11,0.44395594737931204
92.6,2356,5.37,18.9,0.4541940077134929
93.6,2062,0.7,17.49,0.4775061453286535
92.36,2325,6.26,14.86,0.4879833852996069
94.03,2216,10.55,10.85,0.5208822080054762
95.51,2022,5.99,8.48,0.5374958888211127
94.9,1842,4.99,13.63,0.5231208173192197
98.07,2346,-1.06,19.77,0.39891288155780835
98.41,2591,9.1,19.07,0.394188585767656
96.43,2412,3.16,17.94,0.42338706996493836
94.43,1780,12.87,14.98,0.5367706036059072
93.14,2363,6.86,18.13,0.4572083842851673
93.05,2390,15.36,11.47,0.5148273146959966
95.44,1862,6.98,15.87,0.5051975884860637
92.81,1990,6.82,17.15,0.503134078392915
96.7,2329,8.06,17.56,0.4401140078333817
94.89,2503,9.93,19.27,0.4280734824842198
93.85,2311,2.88,19.86,0.43877006407610414
94.76,1940,5.01,14.78,0.5066621022323909
97.81,2358,14.78,15.97,0.450984440686044
95.41,2360,9.64,15.52,0.4630175022194932
92.4,1874,11.4,0.19,0.6374476827992361
90.56,1993,-2.51,17.59,0.5009179553618582
94.56,1988,15,-3.54,0.6412251025360505
94.39,2369,13.89,14.83,0.48153311545964167
94.12,2031,7.13,18.65,0.479602590325591
95.06,2082,15.59,13.01,0.5202233496297153
95.78,2107,5.77,14.35,0.4867252815571177
93.06,2257,5.48,17.34,0.4712992033874844
92.96,1932,4.94,13.61,0.5287123416818911
91.14,2230,15.66,8.82,0.563170164426081
94.79,2364,2.97,20.81,0.4205497218517032
95.86,2585,8.87,20.26,0.4048500609271746
93.57,2093,15.33,16.1,0.508743102983457
96.98,2302,12.55,11.78,0.48739537104365993
91.28,2119,17.22,4.7,0.6027071806026411
97.26,2352,15.98,13.76,0.47264450084904647
92.76,2706,3.31,10.84,0.4697463684125493
94.59,2397,2.65,13.9,0.4647467199110942
93.59,2289,8.96,19.29,0.456807234107139
97.08,2255,11.92,16.93,0.45523467407715745
97.38,1932,12.45,10.7,0.5282322076826317
93.07,2113,13.14,12.87,0.5288068325049932
94.81,2507,6.85,17.71,0.4336234746681806
93.71,2312,13.69,14.4,0.4948402801689392
91.62,1919,17.17,7.71,0.5995055659018121
89.89,2489,5.31,17.72,0.46909041597733037
93.78,2389,5.58,19.52,0.4384328075993368
94.47,2160,5.22,18.09,0.4648646766079423
97.75,2214,18.53,3.9,0.5539688724424229
93.55,2455,4.81,19.75,0.43087683654097203
93.46,2174,2.22,17.19,0.47207295824688095
89.14,2198,14.34,11.73,0.5592474492050143
94.43,2199,8.65,19.74,0.45587376831637666
93.54,2077,6,4.35,0.5744420963728644
94.79,2266,5.39,19.63,0.4419631840841021
95.4,2231,6.79,16.13,0.4668957854791602
96.26,2379,5.04,18.09,0.42992097679608376
94.49,2217,11.55,16.65,0.4794964882139823
97.81,2376,0.46,16.13,0.4244377558031329
91.6,2329,13.36,16.86,0.4915601114244225
94.19,2307,10.38,16.54,0.4716186567064628
94.04,2196,16.15,6.8,0.5595656492624216
95.69,2335,10.68,13.5,0.47887915101022116
94.57,2110,17.24,10.85,0.5385487716577974
97.4,2483,12.57,17.22,0.4297244182657887
94.44,2327,0.45,19.25,0.4329532647684535
91.72,2469,8.03,18.92,0.453905579899972
90.88,2035,14.82,8.99,0.5814613037437966
94.37,2217,20.15,6.82,0.561588365813865
93.6,2162,4.2,18.45,0.4669739780733812
96.58,2603,5.83,12.58,0.444027632069672
90.18,2354,9.54,12.37,0.5238544299941512
96.18,2097,7.55,16.28,0.4745819419667139
94.83,1972,5.89,14.3,0.5077245603837949
97.18,2223,15.57,14.5,0.4802662445876359
96.86,2107,17.73,10.49,0.5251006277221119
94.19,2351,5.53,16.07,0.46234499517107586
89.35,2350,19.3,11.78,0.5507329361872807
99.18,2395,8.82,17.96,0.4141965124086803
92.05,2397,8.89,16.41,0.47702984033573265
95.86,2286,7.88,16.8,0.4553508859465757
92.57,2148,3.18,20.82,0.4582109176282512
96.93,2205,15.27,4.45,0.5517643087201481
93.4,2406,5.37,15.84,0.46407904895252106
93.84,2016,13.26,4.41,0.5896335734346003
93.03,2555,8.01,20.49,0.42530392665825184
96.74,2327,10.81,17.56,0.4445812111967702
95.73,2046,13.21,11.43,0.5255532139625341
93.87,2684,6.98,21.13,0.4009249165928411
91.64,2326,10.48,12.44,0.5168543016389078
96.64,2134,3.42,18.71,0.44417217621544963
92.01,2079,6.65,15.28,0.5127508276173892
91.72,2348,15.44,16.08,0.4976025755677041
94.84,2263,8.74,15.7,0.4740918589505702
92.19,2059,9.9,12.74,0.5361237277089246
89.69,2515,15.11,18.69,0.47785637233196404
97.92,2212,17.19,2.08,0.5629338530249499
92.51,2484,16.28,16.21,0.4787764592846529
98.56,2328,15.87,7.46,0.5080847938361094
94.47,2262,6.43,20.39,0.4413212941184021
